"enabled","deleted","cr_time","up_time","comment","id","cid1","rel","cid2","rela","source","is_source"
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242230,SO00833173,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242231,SO00888739,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242232,SO02529110,RO,SO00412489,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242233,SO01190862,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242234,SO00582758,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242235,SO02529079,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242236,SO00104385,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242237,SO01375826,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242238,SO02529049,RO,SO00355053,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242239,SO00676193,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242240,SO00100473,RO,SO00356162,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242241,SO01375826,RO,SO01536350,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242242,SO00005931,RO,SO00408172,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242243,SO01432664,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242244,SO02529146,RO,SO02000051,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242245,SO00676193,RO,SO01536350,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242246,SO02529022,RO,SO00355306,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 14:10:11","2022-07-07 14:10:11","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242247,SO02529078,RO,SO01569096,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243011,SO00581545,RO,SO00581545,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243012,SO01874897,RO,SO01874897,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243013,SO02416408,RO,SO02416408,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243014,SO00355053,RO,SO00355053,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243015,SO01536350,RO,SO01536350,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243016,SO02528947,RO,SO02528947,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-07 15:08:50","2022-07-07 15:08:50","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243017,SO00355306,RO,SO00355306,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:08","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243152,SO00269205,RO,SO02526339,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,1,"2022-07-13 14:35:28","2022-10-21 15:00:56","fangkankan 2022-10-21 update deleted from [0] to [1], update is_source from [SRT] to [999] for the [general] project, the reason is [update relation];
fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243153,SO00936928,RO,SO00659947,operation_has_contraindication_with_operation,SRT,"999"
1,0,"2022-07-13 14:35:28","2022-11-03 18:59:14","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243154,SO00654760,RO,SO00102860,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:59:16","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243155,SO00654760,RO,SO02526096,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:09","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243156,SO01665415,RO,SO00005215,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-07-13 14:35:28","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243157,SO00654760,RO,SO01680020,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:08","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243158,SO00269205,RO,SO02528959,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:08","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243159,SO00269205,RO,SO02526096,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243160,SO01665415,RO,SO01852219,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:08","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243161,SO00269205,RO,SO00005215,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243162,SO01665415,RO,SO02526096,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:59:14","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243163,SO00654760,RO,SO00272278,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243164,SO01665415,RO,SO00102860,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243165,SO01665415,RO,SO02526339,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:09","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243166,SO00269205,RO,SO02529198,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243167,SO01665415,RO,SO02528959,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:08","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243168,SO00269205,RO,SO01852219,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:59:16","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243169,SO00654760,RO,SO02529198,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:09","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243170,SO00269205,RO,SO00699758,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:11","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243171,SO02527161,RO,SO01852219,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243172,SO01665415,RO,SO00699758,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:11","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243173,SO02527161,RO,SO02529198,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:08","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243174,SO00269205,RO,SO00102860,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:10","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243175,SO01665415,RO,SO02529198,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:59:15","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243176,SO00654760,RO,SO01852219,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-13 14:35:28","2022-11-03 18:58:09","fangkankan 2022-07-13 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243177,SO00936928,RO,SO00699758,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243236,SO00014762,RO,SO02194427,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243237,SO00005019,RO,SO00636376,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243238,SO02417285,RO,SO02417285,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243239,SO00815744,RO,SO00815744,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243240,SO01597378,RO,SO01597378,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243241,SO00580151,RO,SO00636376,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243242,SO00517543,RO,SO00496059,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243243,SO00408563,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243244,SO00587980,RO,SO01597378,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243245,SO00532543,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243246,SO00149392,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243247,SO00216495,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243248,SO00008604,RO,SO01921274,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243249,SO00010936,RO,SO02199883,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243250,SO00354880,RO,SO00354880,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243251,SO00001322,RO,SO01597378,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243252,SO02529319,RO,SO02193205,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243253,SO00008153,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243254,SO00898977,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243255,SO00001094,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243256,SO00407199,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243257,SO01301791,RO,SO02416420,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243258,SO00013411,RO,SO00407703,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243259,SO00393079,RO,SO00639732,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243260,SO00828278,RO,SO00828278,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243261,SO00496402,RO,SO00407084,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243262,SO00005019,RO,SO02192041,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243263,SO00497500,RO,SO00497500,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243264,SO00010856,RO,SO00640638,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243265,SO00005931,RO,SO02527302,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243266,SO00851951,RO,SO00851951,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243267,SO00587980,RO,SO02528943,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243268,SO00005931,RO,SO02194427,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243269,SO02527302,RO,SO02527302,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243270,SO02529317,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243271,SO00510028,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243272,SO00151577,RO,SO00407654,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243273,SO00580151,RO,SO02192041,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243274,SO02416420,RO,SO02416420,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-07-18 17:26:20","2022-07-18 17:26:20","fangkankan 2022-07-18 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95243275,SO02528943,RO,SO02528943,operation_has_contraindication_with_operation,SRT,SRT
1,0,"2022-08-19 15:34:24","2022-11-03 19:00:22","chen.chong. 2022-08-19 insert relation from tool.;
",95255022,SO02532380,RO,SO02121080,operation_has_contraindication_with_operation,康复技术全书,SRT
1,0,"2022-10-21 11:18:13","2022-11-03 18:59:15","chen.chong. 2022-10-21 bulk insert con relation for the [钟山康复] project, the reason is [bulk insert cid relations for 钟山康复];
",95265392,SO00654760,RO,SO00354260,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-10-21 11:18:13","2022-11-03 18:58:09","chen.chong. 2022-10-21 bulk insert con relation for the [钟山康复] project, the reason is [bulk insert cid relations for 钟山康复];
",95265393,SO00269205,RO,SO02208393,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-10-21 11:18:13","2022-11-03 18:59:15","chen.chong. 2022-10-21 bulk insert con relation for the [钟山康复] project, the reason is [bulk insert cid relations for 钟山康复];
",95265394,SO02544996,RO,SO02213618,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-10-21 11:18:13","2022-11-03 18:59:15","chen.chong. 2022-10-21 bulk insert con relation for the [钟山康复] project, the reason is [bulk insert cid relations for 钟山康复];
",95265395,SO00654760,RO,SO02213618,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-10-21 11:18:13","2022-11-03 19:00:05","chen.chong. 2022-10-21 bulk insert con relation for the [钟山康复] project, the reason is [bulk insert cid relations for 钟山康复];
",95265396,SO00654760,RO,SO02208393,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
1,0,"2022-10-21 11:18:13","2022-11-03 18:58:11","chen.chong. 2022-10-21 bulk insert con relation for the [钟山康复] project, the reason is [bulk insert cid relations for 钟山康复];
",95265397,SO02527162,RO,SO02213618,operation_has_contraindication_with_operation,康复技术规范-卫生部发,SRT
